x y
-79.58803963189362 -0.01612706668674946
-78.47183156024762 0.03036358579993248
-77.35562348860164 0.004403452854603529
-76.23941541695562 -0.005283837206661701
-75.12320734530962 -0.020981216803193092
-74.00699927366362 0.005574939306825399
-72.89079120201764 0.004082484636455774
-71.77458313037162 -0.013836614787578583
-70.65837505872562 0.01585887372493744
-69.54216698707964 0.005281430669128895
-68.42595891543363 -0.00893530622124672
-67.30975084378763 -0.017485182732343674
-66.19354277214163 0.024059932678937912
-65.07733470049563 0.03202136605978012
-63.96112662884963 0.05255024507641792
-62.84491855720362 0.021617818623781204
-61.72871048555763 0.05315794795751572
-60.61250241391163 0.02164042554795742
-59.49629434226563 0.024021154269576073
-58.38008627061962 0.01999529078602791
-57.26387819897362 -0.002186026657000184
-56.14767012732763 0.027251524850726128
-55.03146205568162 0.013918937183916569
-53.91525398403563 -0.006639174185693264
-52.79904591238963 -0.021935606375336647
-51.68283784074362 -0.04100079461932182
-50.566629769097624 -0.039343830198049545
-49.450421697451624 -0.04592350125312805
-48.33421362580563 -0.019343500956892967
-47.218005554159625 0.012453258037567139
-46.101797482513625 -0.031005090102553368
-44.985589410867625 0.019729742780327797
-43.869381339221626 -0.00225185533054173
-42.753173267575626 0.019489817321300507
-41.636965195929626 0.015480522997677326
-40.52075712428363 -0.00951110478490591
-39.40454905263763 nan
-38.28834098099163 nan
-37.17213290934562 0.005338700022548437
-36.05592483769963 0.050663720816373825
-34.93971676605362 0.028590673580765724
-33.82350869440763 0.010920972563326359
-32.70730062276163 0.020771237090229988
-31.591092551115626 0.006897788029164076
-30.474884479469626 0.011036875657737255
-29.358676407823623 -0.00539725786074996
-28.242468336177627 -0.014737577177584171
-27.126260264531624 -0.01611824333667755
-26.010052192885627 0.008532259613275528
-24.893844121239628 -0.020169930532574654
-23.777636049593625 0.007318949326872826
-22.66142797794763 0.011811737902462482
-21.545219906301625 -0.005375510081648827
-20.429011834655626 -0.014442525804042816
-19.312803763009622 -0.03531445190310478
-18.196595691363626 -0.00936424732208252
-17.08038761971763 -0.02146809734404087
-15.964179548071625 -0.003860803321003914
-14.847971476425627 -0.015677019953727722
-13.731763404779631 0.012174787931144238
-12.615555333133628 0.025831658393144608
-11.499347261487623 -0.027871159836649895
-10.38313918984162 -0.03108418919146061
-9.266931118195629 -0.0031074678990989923
-8.150723046549626 0.03286537528038025
-7.034514974903621 0.009441331960260868
-5.918306903257632 0.0097284484654665
-4.8020988316116275 -0.021038291975855827
-3.6858907599656234 -0.008542461320757866
-2.569682688319619 0.01207828801125288
-1.4534746166736294 0.009808472357690334
-0.33726654502762543 -0.01416745688766241
0.7789415266183787 0.018921369686722755
1.8951495982643682 0.0289932768791914
3.0113576699103723 0.03345303609967232
4.127565741556377 0.033584319055080414
5.243773813202381 0.013874821364879608
6.35998188484837 -0.009710794314742088
7.476189956494374 -0.0038018757477402687
8.592398028140378 -0.01657775789499283
9.708606099786383 -0.024066833779215813
10.824814171432372 -0.05822049081325531
11.941022243078375 -0.009597587399184704
13.05723031472438 0.00016058087931014597
14.17343838637037 0.010292218066751957
15.289646458016374 0.019268564879894257
16.405854529662378 -0.008297794498503208
17.52206260130838 -0.001397983985953033
18.638270672954373 -0.016183901578187943
19.754478744600377 0.03176188841462135
20.87068681624638 0.0004560655215755105
21.98689488789237 0.007549661211669445
23.103102959538372 0.08178410679101944
24.21931103118438 0.01398046687245369
25.335519102830382 0.057088449597358704
26.45172717447637 0.03209729120135307
27.567935246122374 0.016450952738523483
28.68414331776838 0.03316594287753105
29.80035138941437 0.027080951258540154
30.916559461060373 0.0651569589972496
32.03276753270638 0.01010659709572792
33.14897560435238 0.007690988946706057
34.26518367599837 0.005189576186239719
35.38139174764438 0.08187059313058853
36.49759981929038 0.13521935045719147
37.61380789093637 0.09048876166343689
38.73001596258237 0.1077679991722107
39.84622403422838 0.1232951283454895
40.962432105874385 0.10550571233034134
42.07864017752037 0.0521681010723114
43.19484824916638 0.007252383045852184
44.311056320812376 -0.02187572978436947
45.42726439245837 -0.05769140273332596
46.543472464104376 -0.0807214230298996
47.659680535750375 -0.03959033265709877
48.77588860739638 -0.0198271032422781
49.89209667904237 -0.04768235236406326
51.008304750688374 -0.04240598529577255
52.12451282233437 -0.05043845996260643
53.24072089398038 -0.04503129795193672
54.35692896562637 -0.048615261912345886
55.473137037272366 -0.056258928030729294
56.58934510891838 -0.055906008929014206
57.70555318056437 -0.1072741150856018
58.821761252210386 -0.05869543179869652
59.93796932385638 -0.059247683733701706
61.05417739550237 -0.053326692432165146
62.170385467148385 -0.055563416332006454
63.28659353879438 -0.011533115059137344
64.40280161044036 0.015941958874464035
65.51900968208639 -0.04856685549020767
66.63521775373238 -0.047690898180007935
67.75142582537836 -0.025058012455701828
68.86763389702438 -0.013260900974273682
69.98384196867038 -0.0041785454377532005
71.10005004031639 0.014297365210950375
72.21625811196238 0.07029030472040176
73.33246618360837 0.016684621572494507
74.44867425525439 -0.009341870434582233
75.56488232690037 -0.04074425622820854
76.68109039854637 0.009663635864853859
77.79729847019239 0.05315908417105675
78.91350654183837 0.012991807423532009
80.02971461348437 -0.014399498701095581
81.14592268513039 0.012932199984788895
82.26213075677637 0.007059650961309671
83.37833882842236 0.046797916293144226
84.49454690006839 0.041294366121292114
85.61075497171437 0.003889603540301323
86.72696304336039 -0.04717939719557762
87.84317111500638 0.031149039044976234
88.95937918665237 0.047253962606191635
90.07558725829838 0.034289151430130005
91.19179532994438 0.040093425661325455
92.30800340159037 -0.03572465851902962
93.42421147323638 -0.009271995164453983
94.54041954488238 0.045156799256801605
95.65662761652837 -0.021255455911159515
96.77283568817438 -0.0069931079633533955
97.88904375982037 0.030624065548181534
99.0052518314664 0.01142552588135004
100.12145990311238 -0.005382935982197523
101.23766797475837 0.010461895726621151
102.3538760464044 -0.003626232035458088
103.47008411805038 0.02082187682390213
104.58629218969637 0.026090962812304497
105.7025002613424 0.02314641885459423
106.81870833298838 -0.0579867921769619
107.93491640463436 -0.02911616861820221
109.05112447628039 -0.06383699178695679
110.16733254792638 0.007248391397297382
111.28354061957236 0.002742030657827854
112.39974869121838 0.03268366679549217
113.51595676286438 -0.0034404201433062553
114.63216483451039 0.018498633056879044
115.74837290615638 -0.05904461070895195
116.86458097780238 -0.016910791397094727
117.98078904944839 0.0143035389482975
119.09699712109438 0.026477353647351265
120.21320519274038 0.008370804600417614
121.32941326438639 0.04708873853087425
122.44562133603237 -0.029538245871663094
123.56182940767836 0.01683543622493744
124.67803747932439 -0.021346163004636765
125.79424555097037 0.017214031890034676
126.91045362261636 0.09690703451633453
128.02666169426237 0.01892799697816372
129.1428697659084 -0.019245268777012825
130.2590778375544 -0.017544884234666824
131.3752859092004 0.008221936412155628
132.49149398084637 -0.003364071249961853
133.60770205249239 -0.014068860560655594
134.72391012413837 -0.03447873517870903
135.84011819578436 -0.050723686814308167
136.9563262674304 -0.029034757986664772
138.07253433907638 -0.012370040640234947
139.18874241072237 0.03691510111093521
140.30495048236838 0.04981006681919098
141.42115855401437 0.024042606353759766
142.53736662566038 0.008216748014092445
143.6535746973064 0.0033053874503821135
